Slot,Item,Level,Book,Enh,Acrobatics,Arcana,Athletics,Bluff,Diplomacy,Dungeoneering,Endurance,Heal,History,Insight,Intimidate,Nature,Perception,Religion,Stealth,Streetwise,Thievery,Speed,Initiative,Surges,Surge Val,Fortitude,Reflex,Will,AC,Strength,Dexterity,Wisdom,Ranged,Melee,Weapon
CandW,Fortune's Nod,3,DMG2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Fragrance of Authority,12,AV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Frozen Whetstone,7,AV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Fruit of Life,25,DSCS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Fundamental Ice,10,AV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Gem of Auditory Recollection,16,AV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Gem of Valor,20,AV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Gem-Studded Idol,21,DRMZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Ghostlight Candle,15,AV2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Ghoststrike Oil,3,AV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Giggle Gas,9,DUMZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Gift of Fire,6,DSCS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Gift of Rain,12,DSCS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Gift of Thirsting Salt,6,DSCS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Gilded Cage,21,DRMZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Giving Spirit Soulfang,3,DRMZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Glass Eye,16,DRMZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Glassteel Shard,7,AV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Globe of Projection,18,DRMZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Glowstone,10,AV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Golden Lion,12,AV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Golden Spade,14,AV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Goodnight Tincture,6,AV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Gorgonblood Mortar,22,AV2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Gravespawn Potion,5,AV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Grayflower Perfume,10,EPG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Greenbane,4,DUMZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Greenblood Oil,1,DRMZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Guenhwyvar,21,DRMZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Hamanu's Terrible Roar,6,DSCS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Handy Haversack,10,PHB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Harmonious Harp,9,AV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Harp of Deeper Slumber,3,PHB2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Heartblood of Festergrim,19,DMG2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Heartflow,3,EPG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Herbal Poultice,3,AV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Hireling,1,DRMZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Holy Shrine,23,AV2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Horn of Baldagyr,22,PHB2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Horn of Blasting,17,AV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Horn of Dismissal,12,AV2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Horn of Geryon,30,DUMZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Horn of Summons,7,AV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Horn of Undead Enmity,17,AV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Horreb Ritual Cube,18,DUMZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Hunter's Flint,2,AV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Id Moss Powder,1,DRMZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Immovable Shaft,12,AV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Immurement of Arcane Suspension,24,AV2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Immurement of Baleful Gossamer,28,AV2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Immurement of Seething Scoria,26,AV2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Immurement of the Abandoned Throne,24,AV2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Immurement of the Blood Vine,24,AV2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Immurement of the Dragon Boneyard,25,AV2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Immurement of the Jealous Keeper,28,DRMZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Immurement of the Mordant Hideaway,28,AV2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Immurement of the Strident Statuary,28,AV2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Immurement of the Vengeful River,26,AV2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Imperial Oration (H),8,DRMZ,,,,,,2,,,,,2,,,,,,,,,,,,,,,,,,,,,
CandW,Imperial Oration (P),18,DRMZ,,,,,,4,,,,,4,,,,,,,,,,,,,,,,,,,,,
CandW,Imperial Oration (E),28,DRMZ,,,,,,6,,,,,6,,,,,,,,,,,,,,,,,,,,,
CandW,Inferno Oil,5,EPG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Instant Campsite,5,AV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Invigorating Coins,15,DRMZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Invulnerable Case,15,AV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Ioun's Parchment,1,AV2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Ioun's Revelation,3,DMG2,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,
CandW,Insanity Mist,15,DRMZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Insight of the Vault,4,DRMZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Instant Portal,23,MOTP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Ironskin Soulfang,5,DRMZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Ironwood Hound,10,DUMZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Ivory Goat of Travail,11,AV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Jade Horse,8,DRMZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Jade Macetail,8,AV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Jade Sea Snake,10,DRMZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Jar of Steam,7,AV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Jolt Flask,10,AV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Kalak's Echo,10,DSCS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Keen Oil,10,EPG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Keoghtom's Ointment,12,PHB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Khyber Shard of Death's Embrace,8,EPG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Khyber Shard of Fiery Depth,2,EPG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Khyber Shard of Life Drinking,8,EPG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Kinetic Oil,8,DUMZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,"Kingslayer's Curse - Face Me, Cowards",23,DRMZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Kingslayer's Curse - Fearsome Reputation,13,DRMZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Kingslayer's Curse - God Slayer,28,DRMZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Kingslayer's Curse - Outlaw's Fortitude,8,DRMZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Kingslayer's Curse - Rage of the Persecuted,18,DRMZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Kingslayer's Curse - Unconquerable,3,DRMZ,,,,,,,,,,,,2,,2,,,,,,,,,,,,,,,,,,
CandW,Kord's Mighty Strength,3,DMG2,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Kord's Relentlessness,5,DRMZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Kruthik Potion,10,AV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Lalali-Puy's Blessing,7,DSCS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Lamp of Discerning,5,AV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Lantern of Revelation,16,AV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Legacy Undying,2,DRMZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Legionary Discipline (H),9,DRMZ,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
CandW,Legionary Discipline (P),19,DRMZ,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,
CandW,Legionary Discipline (E),29,DRMZ,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,
CandW,Lens of Discernment,10,AV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Lens of Reading,7,AV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Lich Dust,15,DRMZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Life Shroud,4,AV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Link to the Pillars,7,DRMZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Liria Valthorin's Blinding Blade,21,DRMZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Liria Valthorin's Silverlight Riposte,11,DRMZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Liria Valthorin's Unshakable Pursuit,13,DRMZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Loadstone of the Planes,8,MOTP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Loadstone Statue,14,AV2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Loadstone Vault,15,DRMZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Lockbust Chalk,4,AV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Lodret Leaf,5,EPG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Lucky Charm (Familiar),8,DRMZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Lyre of Supplication,29,DRMZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Mac-Fuirmidh Cittern,5,PHB2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Madeth's Magical Musician,3,DRMZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Magic Drawbridge,13,AV2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Magic Weapon Rack,25,AV2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Magnificent Tapestry,16,DRMZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Magnificent Tsor's Brutal Finish,14,DRMZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Magnificent Tsor's Horrid Dispatch,16,DRMZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Magnificent Tsor's Punishing Retort,20,DRMZ,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
CandW,Magnificent Tsor's Unrelenting Fury,18,DRMZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Manual of the Planes,21,MOTP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Map of Orienteering,9,AV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Map of Unseen Lands,7,AV2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Marble Elephant,10,AV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Mark of the Star,21,DUMZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Mark of the Tembo,7,DRMZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Melora's Storm Blessing,3,DMG2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Mental Block,4,DSCS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Mercurial Mind,3,DUMZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Mercury Wasp,16,DRMZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Mesmerizing Harp,9,DRMZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Mighty Armory,28,DRMZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Mind Dust,15,AV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Mirror of Deception,18,AV2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Mirror of Opposition,20,AV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Mithral Maze,28,DRMZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Monocle of Comprehension,5,DRMZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Moradin's Blessing of Iron,3,DMG2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Muddling Mind,15,DUMZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Mummified Hand,27,AV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Mystery of the Hidden Veil,3,DSCS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Nail of Sealing,4,AV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Nibenay's Cruel Reminder,8,DSCS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Nightmare Thread,15,DUMZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Nightmare Tongue Dust,6,DRMZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Nightmare's Equal Footing,15,DRMZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Nightmare's Instinctive Adjustment,13,DRMZ,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,
CandW,Nightmare's Keen Senses,11,DRMZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Nightmare's Unseeing Stance,17,DRMZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Nitharit Poison,1,DRMZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Noxious Grenade,11,EPG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Obsidian Steed,5,AV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Oil of Flesh Returned,10,AV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Ollamh Harp,29,PHB2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Onyx Dog,4,AV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Opal Carp,6,DRMZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Panther Tears,2,EPG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Pearl Sea Horse,9,AV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Pelor's Sun Blessing,3,DMG2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Phantom Bridle,10,DRMZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Phantom Soldier,7,AV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Philter of the Fading Dream,8,DUMZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Plague of the Dragon's Altar,3,DUMZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Polyglot Gem,6,AV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Portable Hole,19,PHB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Portal Rod,10,DRMZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Potion of Clarity,5,AV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Potion of Eladrin Shape,2,DRMZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Potion of Elven Fleetness,5,DRMZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Potion of Friendship,5,DRMZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Potion of Healing,5,PHB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Potion of Life,30,PHB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Potion of Lifeshield,7,AV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Potion of Mimicry,7,AV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Potion of Recovery,25,PHB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Potion of Regeneration,9,AV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Potion of Resistance,4,AV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Potion of Spirit,5,AV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Potion of Stormshield,8,AV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Potion of Vigor,9,AV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Potion of Vitality,15,PHB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Potion of Water Walking,4,DRMZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Pouch of Frozen Passage,9,AV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Pouch of Ghost-Grounding Dust,15,DRMZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Pouch of Platinum,5,AV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Pouches of Shared Acquisition,15,AV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Power Jewel,5,AV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Primeval Vigor,7,DRMZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Prison of Salzacas,2,AV2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Quickening Waters,22,DMG2,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,
CandW,Raven Queen's Shroud,3,DMG2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Reflexive Psychic Shroud (H),7,DRMZ,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,
CandW,Reflexive Psychic Shroud (P),17,DRMZ,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,
CandW,Reflexive Psychic Shroud (E),27,DRMZ,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,
CandW,Relentless Spirit,8,DSCS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Resolve of the Inner Vault,9,DRMZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Resonance Crystal,4,EPG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Restful Bedroll,1,AV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Revenant Ankh,20,PHB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Rhythmic War Drum,12,DRMZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Ribbon of Limitless Questions,13,AV2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Ritual Candle,11,PHB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Ritualists's Lectern,12,AV2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Rope of Climbing,10,PHB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Roused Spirit Soulfang,2,DRMZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Ruby Scabbard,5,AV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Rune of Fiery Might,19,DRMZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Rune of Stone Eternal,20,DRMZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Rune of Storm Unabated,16,DRMZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Rune of Tide Inexorable,17,DRMZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Rust Bark,11,AV2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Sacred Glade,23,AV2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Sail of Winds,14,AV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Salve of Power,10,AV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Salve of Slipperiness,8,AV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Sanctuary's Poise (H),8,DRMZ,,,1,,,,,,,1,,,1,,1,,,,,,,,,,,,,,,,,
CandW,Sanctuary's Poise (P),18,DRMZ,,,2,,,,,,,2,,,2,,2,,,,,,,,,,,,,,,,,
CandW,Sanctuary's Poise (E),28,DRMZ,,,3,,,,,,,3,,,3,,3,,,,,,,,,,,,,,,,,
CandW,Sanctum of Astilabor,18,DRMZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Sapphire Scabbard,15,AV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Scabbard of Sacred Might,10,AV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Scar of the Dragon's Altar,2,DUMZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Scent of Weakness (H),5,DRMZ,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Scent of Weakness (P),15,DRMZ,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Scent of Weakness (E),25,DRMZ,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Sculpting Mind,7,DUMZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Secret of Life's Persistence,6,DSCS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Secret of the Crimson Sun,16,DSCS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Secret of the Wandering Dune,12,DSCS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Seed of War,15,AV2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Sehanine's Mark of the Dark Moon,3,DMG2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Self-Made Legacy,8,DRMZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Sending Fork,6,DRMZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Sending Stones,11,PHB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Serpentine Owl,17,DRMZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Sextant of the Planes,13,MOTP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Shard of Clear Sight,17,DRMZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Shard of Freedom,15,DRMZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Shelter of Fate,21,DUMZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Shepherd's Battle Standard,12,AV2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Shielding Focus,10,DRMZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Shiftstone,8,AV2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Shining Sundial,10,AV2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Shroud of Protection,2,AV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Shroud of Revival,7,AV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Siberys Shard of Merciless Cold,2,EPG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Siberys Shard of Radiance,3,EPG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Siberys Shard of the Mage,3,EPG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Silence-Warded Room,4,AV2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Silent Tool,2,AV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Silver Hands of Power,14,DMG2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Silver Sand,8,AV2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
